h1,m1,h2,m2,age1,age2,sex1,sex2,duration,day,hour
E,9,E,16,1,1,M,F,20,1,20
E,9,E,16,1,1,M,F,20,1,9
E,9,E,16,1,1,M,F,80,1,20
E,9,E,16,1,1,M,F,20,1,9
E,9,E,16,1,1,M,F,80,1,20
E,9,E,16,1,1,M,F,20,1,9
E,9,E,16,1,1,M,F,20,1,20
E,9,E,16,1,1,M,F,100,1,9
E,9,E,16,1,1,M,F,60,1,9
E,9,E,16,1,1,M,F,20,1,9
E,9,E,16,1,1,M,F,100,1,9
E,9,E,16,1,1,M,F,20,1,9
E,9,E,16,1,1,M,F,120,1,9
E,9,E,16,1,1,M,F,100,1,9
E,9,E,16,1,1,M,F,60,1,9
E,9,E,16,1,1,M,F,20,1,9
E,9,E,16,1,1,M,F,80,1,9
E,9,E,16,1,1,M,F,20,1,9
E,9,E,16,1,1,M,F,60,1,9
E,9,E,16,1,1,M,F,40,1,9
E,9,E,16,1,1,M,F,40,1,9
E,9,E,16,1,1,M,F,20,1,9
E,9,E,16,1,1,M,F,100,1,9
E,9,E,16,1,1,M,F,240,1,9
E,9,E,16,1,1,M,F,20,1,9
E,9,E,16,1,1,M,F,80,1,10
E,9,E,16,1,1,M,F,80,1,10
E,9,E,16,1,1,M,F,20,1,9
E,9,E,16,1,1,M,F,60,1,10
E,9,E,16,1,1,M,F,120,1,10
E,9,E,16,1,1,M,F,120,1,10
E,9,E,16,1,1,M,F,20,1,9
E,9,E,16,1,1,M,F,60,1,9
E,9,E,16,1,1,M,F,20,1,9
E,9,E,16,1,1,M,F,20,1,9
E,9,E,16,1,1,M,F,20,1,9
E,9,E,16,1,1,M,F,20,1,10
E,9,E,16,1,1,M,F,20,1,10
E,9,E,16,1,1,M,F,20,1,9
E,9,E,16,1,1,M,F,20,1,9
E,9,E,16,1,1,M,F,20,1,9
E,9,E,16,1,1,M,F,20,1,9
E,9,E,16,1,1,M,F,20,1,10
E,9,E,16,1,1,M,F,20,1,9
E,9,E,16,1,1,M,F,20,1,9
E,9,E,16,1,1,M,F,20,1,9
E,9,E,16,1,1,M,F,20,1,10
E,9,E,16,1,1,M,F,20,1,9
E,9,E,16,1,1,M,F,20,1,9
E,9,E,16,1,1,M,F,20,1,9
E,9,E,16,1,1,M,F,80,1,9
E,9,E,16,1,1,M,F,80,1,9
E,9,E,16,1,1,M,F,20,1,9
E,9,E,16,1,1,M,F,20,1,20
E,9,E,16,1,1,M,F,20,1,9
E,9,E,16,1,1,M,F,20,1,9
E,9,E,16,1,1,M,F,20,1,9
E,9,E,16,1,1,M,F,20,1,9
E,9,E,16,1,1,M,F,20,1,9
E,9,E,16,1,1,M,F,20,1,13
E,9,E,16,1,1,M,F,20,1,13
E,9,E,16,1,1,M,F,20,1,14
E,9,E,16,1,1,M,F,80,1,14
E,9,E,16,1,1,M,F,20,1,14
E,9,E,16,1,1,M,F,20,1,15
E,9,E,16,1,1,M,F,40,1,8
E,9,E,16,1,1,M,F,20,1,20
E,9,E,16,1,1,M,F,40,1,8
E,9,E,16,1,1,M,F,20,1,8
E,9,E,2,1,0,M,M,20,1,19
E,9,E,2,1,0,M,M,20,1,19
E,9,E,2,1,0,M,M,20,1,7
E,9,E,2,1,0,M,M,20,1,7
E,9,E,2,1,0,M,M,20,1,10
E,9,E,2,1,0,M,M,20,1,7
E,9,E,2,1,0,M,M,20,1,7
E,9,E,2,1,0,M,M,20,1,13
E,9,E,2,1,0,M,M,20,1,12
E,9,E,2,1,0,M,M,20,1,13
E,9,E,2,1,0,M,M,20,1,7
E,9,E,2,1,0,M,M,20,1,13
E,9,E,2,1,0,M,M,20,1,19
E,9,E,2,1,0,M,M,40,1,12
E,9,E,2,1,0,M,M,20,1,13
E,9,E,2,1,0,M,M,20,1,12
E,9,E,2,1,0,M,M,20,1,7
E,9,E,2,1,0,M,M,60,1,12
E,9,E,2,1,0,M,M,20,1,7
E,9,E,2,1,0,M,M,20,1,13
E,9,E,2,1,0,M,M,20,1,7
E,9,E,2,1,0,M,M,20,1,7
E,9,E,2,1,0,M,M,20,1,7
E,9,E,2,1,0,M,M,20,1,19
E,9,E,2,1,0,M,M,20,1,19
E,9,E,11,1,1,M,F,40,1,14
E,9,E,11,1,1,M,F,20,1,7
E,9,E,11,1,1,M,F,20,1,14
E,9,E,11,1,1,M,F,20,1,14
E,9,E,11,1,1,M,F,20,1,14
E,9,E,11,1,1,M,F,20,1,14
E,9,E,11,1,1,M,F,60,1,14
E,9,E,11,1,1,M,F,20,1,14
E,9,E,11,1,1,M,F,20,1,14
E,9,E,11,1,1,M,F,20,1,19
E,9,E,11,1,1,M,F,20,1,7
E,9,E,11,1,1,M,F,20,1,7
E,9,E,11,1,1,M,F,20,1,14
E,9,E,11,1,1,M,F,20,1,13
E,9,E,11,1,1,M,F,20,1,13
E,9,E,11,1,1,M,F,20,1,13
E,9,E,11,1,1,M,F,20,1,13
E,9,E,11,1,1,M,F,40,1,13
E,9,E,11,1,1,M,F,20,1,13
E,9,E,22,1,1,M,F,40,1,7
E,9,E,22,1,1,M,F,20,1,14
E,9,E,22,1,1,M,F,20,1,13
E,9,E,22,1,1,M,F,20,1,7
E,9,E,22,1,1,M,F,20,1,7
E,9,E,22,1,1,M,F,20,1,7
E,9,E,22,1,1,M,F,60,1,7
E,9,E,22,1,1,M,F,120,1,20
E,9,E,22,1,1,M,F,20,1,20
E,9,E,22,1,1,M,F,80,1,20
E,9,E,22,1,1,M,F,20,1,20
E,9,E,22,1,1,M,F,20,1,20
E,9,E,22,1,1,M,F,20,1,8
E,9,E,22,1,1,M,F,20,1,20
E,9,E,22,1,1,M,F,20,1,12
E,9,E,22,1,1,M,F,20,1,13
E,9,E,22,1,1,M,F,20,1,8
E,9,E,22,1,1,M,F,20,1,10
E,9,E,22,1,1,M,F,20,1,8
E,9,E,22,1,1,M,F,20,1,14
E,9,E,22,1,1,M,F,40,1,7
E,9,E,22,1,1,M,F,20,1,8
E,9,E,22,1,1,M,F,20,1,13
E,9,E,22,1,1,M,F,20,1,20
E,9,E,22,1,1,M,F,20,1,13
E,9,E,22,1,1,M,F,20,1,13
E,9,E,22,1,1,M,F,20,1,8
E,9,E,10,1,0,M,M,40,1,7
E,9,E,10,1,0,M,M,20,1,7
E,9,E,10,1,0,M,M,40,1,7
E,9,E,10,1,0,M,M,40,1,7
E,9,E,10,1,0,M,M,20,1,7
E,9,E,10,1,0,M,M,20,1,7
E,9,E,10,1,0,M,M,20,1,7
E,9,E,10,1,0,M,M,40,1,7
E,9,E,10,1,0,M,M,40,1,13
E,9,E,10,1,0,M,M,40,1,7
E,9,E,10,1,0,M,M,20,1,13
E,9,E,10,1,0,M,M,40,1,7
E,9,E,10,1,0,M,M,80,1,7
E,9,E,10,1,0,M,M,20,1,20
E,9,E,10,1,0,M,M,20,1,13
E,9,E,10,1,0,M,M,40,1,12
E,9,E,10,1,0,M,M,20,1,7
E,9,E,10,1,0,M,M,20,1,20
E,9,E,10,1,0,M,M,20,1,7
E,9,E,10,1,0,M,M,20,1,7
E,9,E,10,1,0,M,M,20,1,13
E,9,E,10,1,0,M,M,20,1,8
E,9,E,10,1,0,M,M,20,1,8
E,9,E,10,1,0,M,M,40,1,8
E,9,E,10,1,0,M,M,20,1,8
E,9,E,10,1,0,M,M,40,1,8
E,9,E,10,1,0,M,M,20,1,8
E,9,E,10,1,0,M,M,20,1,11
E,9,E,10,1,0,M,M,60,1,11
E,9,E,10,1,0,M,M,20,1,19
E,9,E,10,1,0,M,M,20,1,8
E,9,E,10,1,0,M,M,20,1,19
E,9,E,10,1,0,M,M,20,1,11
E,9,E,10,1,0,M,M,20,1,19
E,9,E,10,1,0,M,M,20,1,11
E,9,E,10,1,0,M,M,60,1,14
E,9,E,10,1,0,M,M,20,1,11
E,9,E,10,1,0,M,M,20,1,14
E,9,E,10,1,0,M,M,60,1,14
E,9,E,10,1,0,M,M,20,1,14
E,9,E,10,1,0,M,M,20,1,14
E,9,E,10,1,0,M,M,20,1,14
E,9,E,10,1,0,M,M,20,1,14
E,9,E,10,1,0,M,M,20,1,14
E,9,E,10,1,0,M,M,20,1,14
E,9,E,10,1,0,M,M,20,1,11
E,9,E,10,1,0,M,M,20,1,14
E,9,E,10,1,0,M,M,60,1,14
E,9,E,10,1,0,M,M,20,1,14
E,9,E,10,1,0,M,M,20,1,14
E,9,E,10,1,0,M,M,20,1,14
E,9,E,10,1,0,M,M,140,1,14
E,9,E,10,1,0,M,M,20,1,15
E,9,E,10,1,0,M,M,20,1,15
E,9,E,10,1,0,M,M,20,1,15
E,9,E,10,1,0,M,M,40,1,15
E,9,E,10,1,0,M,M,20,1,12
E,9,E,10,1,0,M,M,20,1,20
E,9,E,10,1,0,M,M,20,1,20
E,9,E,10,1,0,M,M,20,1,20
E,9,E,10,1,0,M,M,20,1,20
E,9,E,10,1,0,M,M,20,1,15
E,9,E,10,1,0,M,M,20,1,20
E,9,E,10,1,0,M,M,20,1,18
E,9,E,27,1,1,M,F,40,1,7
E,9,E,27,1,1,M,F,20,1,13
E,9,E,27,1,1,M,F,20,1,14
E,9,E,27,1,1,M,F,20,1,7
E,9,E,27,1,1,M,F,40,1,13
E,9,E,27,1,1,M,F,20,1,8
E,9,E,27,1,1,M,F,20,1,13
E,9,E,27,1,1,M,F,20,1,13
E,9,E,27,1,1,M,F,20,1,7
E,9,E,27,1,1,M,F,20,1,14
E,9,E,27,1,1,M,F,20,1,19
E,9,E,27,1,1,M,F,20,1,8
E,9,E,27,1,1,M,F,20,1,8
E,9,E,27,1,1,M,F,20,1,7
E,9,E,27,1,1,M,F,20,1,7
E,9,E,27,1,1,M,F,20,1,7
E,9,E,25,1,1,M,M,20,1,7
E,9,E,25,1,1,M,M,60,1,7
E,9,E,25,1,1,M,M,40,1,7
E,9,E,25,1,1,M,M,20,1,7
E,9,E,25,1,1,M,M,20,1,7
E,9,E,25,1,1,M,M,20,1,7
E,9,E,25,1,1,M,M,20,1,7
E,9,E,25,1,1,M,M,80,1,7
E,9,E,25,1,1,M,M,20,1,7
E,9,E,25,1,1,M,M,20,1,7
E,9,E,25,1,1,M,M,60,1,13
E,9,E,25,1,1,M,M,20,1,13
E,9,E,25,1,1,M,M,40,1,13
E,9,E,25,1,1,M,M,40,1,7
E,9,E,25,1,1,M,M,20,1,7
E,9,E,25,1,1,M,M,20,1,7
E,9,E,25,1,1,M,M,20,1,7
E,9,E,25,1,1,M,M,40,1,7
E,9,E,25,1,1,M,M,20,1,13
E,9,E,25,1,1,M,M,20,1,13
E,9,E,25,1,1,M,M,20,1,13
E,9,E,25,1,1,M,M,20,1,13
E,9,E,25,1,1,M,M,120,1,13
E,9,E,25,1,1,M,M,20,1,13
E,9,E,25,1,1,M,M,20,1,10
E,9,E,25,1,1,M,M,20,1,13
E,9,E,25,1,1,M,M,20,1,13
E,9,E,25,1,1,M,M,20,1,13
E,9,E,25,1,1,M,M,20,1,8
E,9,E,25,1,1,M,M,40,1,19
E,9,E,25,1,1,M,M,20,1,13
E,9,E,25,1,1,M,M,20,1,19
E,9,E,25,1,1,M,M,20,1,13
E,9,E,25,1,1,M,M,60,1,19
E,9,E,25,1,1,M,M,40,1,19
E,9,E,25,1,1,M,M,20,1,19
E,9,E,25,1,1,M,M,20,1,8
E,9,E,25,1,1,M,M,20,1,8
E,9,E,25,1,1,M,M,20,1,11
E,9,E,25,1,1,M,M,20,1,19
E,9,E,25,1,1,M,M,20,1,13
E,9,E,25,1,1,M,M,20,1,13
E,9,E,25,1,1,M,M,20,1,11
E,9,E,25,1,1,M,M,40,1,19
E,9,E,25,1,1,M,M,20,1,19
E,9,E,25,1,1,M,M,20,1,8
E,9,E,25,1,1,M,M,20,1,14
E,9,E,25,1,1,M,M,20,1,14
E,9,E,25,1,1,M,M,20,1,19
E,9,E,25,1,1,M,M,20,1,14
E,9,E,25,1,1,M,M,40,1,20
E,9,E,25,1,1,M,M,20,1,20
E,9,E,25,1,1,M,M,20,1,20
E,9,E,25,1,1,M,M,40,1,20
E,9,E,25,1,1,M,M,80,1,20
E,9,E,25,1,1,M,M,80,1,20
E,9,E,25,1,1,M,M,20,1,20
E,9,E,25,1,1,M,M,40,1,20
E,9,E,25,1,1,M,M,20,1,20
E,9,E,25,1,1,M,M,60,1,20
E,9,E,25,1,1,M,M,20,1,20
E,9,E,25,1,1,M,M,20,1,20
E,9,E,25,1,1,M,M,20,1,20
E,9,E,25,1,1,M,M,20,1,8
E,9,E,15,1,3,M,M,20,1,12
E,9,E,15,1,3,M,M,20,1,14
E,9,E,15,1,3,M,M,20,1,7
E,9,E,15,1,3,M,M,20,1,14
E,9,E,15,1,3,M,M,60,1,20
E,9,E,15,1,3,M,M,20,1,20
E,9,E,15,1,3,M,M,20,1,13
E,9,E,15,1,3,M,M,40,1,20
E,9,E,15,1,3,M,M,20,1,13
E,9,E,15,1,3,M,M,20,1,20
E,9,E,15,1,3,M,M,20,1,20
E,9,E,15,1,3,M,M,40,1,20
E,9,E,15,1,3,M,M,20,1,20
E,9,E,15,1,3,M,M,20,1,10
E,9,E,30,1,3,M,F,20,1,14
E,9,E,30,1,3,M,F,20,1,19
E,9,E,30,1,3,M,F,20,1,20
E,9,E,30,1,3,M,F,20,1,14
E,9,E,20,1,3,M,M,20,1,14
E,9,E,20,1,3,M,M,20,1,13
E,9,E,5,1,0,M,M,20,1,19
E,9,E,5,1,0,M,M,20,1,14
E,9,E,5,1,0,M,M,40,1,15
E,9,E,5,1,0,M,M,20,1,14
E,9,E,5,1,0,M,M,20,1,13
E,9,E,5,1,0,M,M,20,1,19
E,9,E,5,1,0,M,M,20,1,14
E,10,E,2,0,0,M,M,20,1,9
E,10,E,2,0,0,M,M,20,1,12
E,10,E,2,0,0,M,M,20,1,19
E,10,E,2,0,0,M,M,20,1,7
E,10,E,2,0,0,M,M,20,1,9
E,10,E,2,0,0,M,M,20,1,9
E,10,E,2,0,0,M,M,20,1,19
E,10,E,2,0,0,M,M,20,1,19
E,10,E,2,0,0,M,M,20,1,19
E,10,E,2,0,0,M,M,60,1,7
E,10,E,2,0,0,M,M,20,1,19
E,10,E,2,0,0,M,M,20,1,17
E,10,E,2,0,0,M,M,20,1,19
E,10,E,2,0,0,M,M,20,1,16
E,10,E,2,0,0,M,M,20,1,19
E,10,E,2,0,0,M,M,20,1,12
E,10,E,2,0,0,M,M,40,1,19
E,10,E,2,0,0,M,M,20,1,12
E,10,E,2,0,0,M,M,20,1,12
E,10,E,2,0,0,M,M,20,1,10
E,10,E,2,0,0,M,M,20,1,19
E,10,E,2,0,0,M,M,40,1,9
E,10,E,2,0,0,M,M,40,1,13
E,10,E,2,0,0,M,M,20,1,19
E,10,E,2,0,0,M,M,20,1,10
E,10,E,2,0,0,M,M,20,1,12
E,10,E,2,0,0,M,M,20,1,16
E,10,E,2,0,0,M,M,20,1,13
E,10,E,2,0,0,M,M,20,1,13
E,10,E,2,0,0,M,M,40,1,12
E,10,E,2,0,0,M,M,20,1,16
E,10,E,2,0,0,M,M,20,1,16
E,10,E,2,0,0,M,M,20,1,7
E,10,E,2,0,0,M,M,20,1,12
E,10,E,2,0,0,M,M,20,1,9
E,10,E,2,0,0,M,M,20,1,16
E,10,E,2,0,0,M,M,40,1,12
E,10,E,2,0,0,M,M,20,1,16
E,10,E,2,0,0,M,M,20,1,13
E,10,E,2,0,0,M,M,20,1,7
E,10,E,2,0,0,M,M,20,1,17
E,10,E,2,0,0,M,M,20,1,14
E,10,E,2,0,0,M,M,20,1,16
E,10,E,2,0,0,M,M,20,1,16
E,10,E,2,0,0,M,M,20,1,12
E,10,E,2,0,0,M,M,20,1,16
E,10,E,2,0,0,M,M,20,1,19
E,10,E,2,0,0,M,M,20,1,19
E,10,E,2,0,0,M,M,20,1,16
E,10,E,2,0,0,M,M,20,1,9
E,10,E,2,0,0,M,M,20,1,12
E,10,E,2,0,0,M,M,40,1,9
E,10,E,2,0,0,M,M,20,1,9
E,10,E,2,0,0,M,M,20,1,12
E,10,E,2,0,0,M,M,20,1,9
E,10,E,2,0,0,M,M,20,1,9
E,10,E,2,0,0,M,M,20,1,9
E,10,E,2,0,0,M,M,20,1,7
E,10,E,2,0,0,M,M,20,1,9
E,10,E,2,0,0,M,M,20,1,16
E,10,E,2,0,0,M,M,20,1,9
E,10,E,2,0,0,M,M,40,1,9
E,10,E,2,0,0,M,M,40,1,9
E,10,E,2,0,0,M,M,20,1,12
E,10,E,15,0,3,M,M,20,1,20
E,10,E,15,0,3,M,M,20,1,11
E,10,E,15,0,3,M,M,20,1,12
E,10,E,15,0,3,M,M,20,1,12
E,10,E,15,0,3,M,M,20,1,10
E,10,E,15,0,3,M,M,20,1,12
E,10,E,15,0,3,M,M,20,1,12
E,10,E,15,0,3,M,M,20,1,12
E,10,E,15,0,3,M,M,20,1,11
E,10,E,15,0,3,M,M,20,1,12
E,10,E,15,0,3,M,M,40,1,12
E,10,E,15,0,3,M,M,20,1,13
E,10,E,15,0,3,M,M,20,1,12
E,10,E,15,0,3,M,M,20,1,13
E,10,E,15,0,3,M,M,20,1,12
E,10,E,15,0,3,M,M,20,1,13
E,10,E,15,0,3,M,M,20,1,12
E,10,E,15,0,3,M,M,20,1,10
E,10,E,15,0,3,M,M,20,1,12
E,10,E,15,0,3,M,M,40,1,13
E,10,E,15,0,3,M,M,20,1,12
E,10,E,15,0,3,M,M,20,1,12
E,10,E,15,0,3,M,M,20,1,12
E,10,E,15,0,3,M,M,20,1,12
E,10,E,15,0,3,M,M,20,1,13
E,10,E,15,0,3,M,M,20,1,13
E,10,E,15,0,3,M,M,20,1,12
E,10,E,15,0,3,M,M,20,1,11
E,10,E,15,0,3,M,M,20,1,13
E,10,E,15,0,3,M,M,20,1,10
E,10,E,15,0,3,M,M,20,1,13
E,10,E,15,0,3,M,M,20,1,13
E,10,E,15,0,3,M,M,20,1,11
E,10,E,15,0,3,M,M,20,1,13
E,10,E,15,0,3,M,M,20,1,9
E,10,E,15,0,3,M,M,20,1,15
E,10,E,15,0,3,M,M,20,1,9
E,10,E,15,0,3,M,M,20,1,15
E,10,E,15,0,3,M,M,20,1,10
E,10,E,15,0,3,M,M,20,1,11
E,10,E,15,0,3,M,M,20,1,10
E,10,E,15,0,3,M,M,20,1,10
E,10,E,15,0,3,M,M,20,1,10
E,10,E,15,0,3,M,M,20,1,12
E,10,E,15,0,3,M,M,20,1,12
E,10,E,15,0,3,M,M,20,1,10
E,10,E,15,0,3,M,M,100,1,10
E,10,E,15,0,3,M,M,20,1,12
E,10,E,15,0,3,M,M,40,1,10
E,10,E,15,0,3,M,M,20,1,12
E,10,E,15,0,3,M,M,20,1,10
E,10,E,15,0,3,M,M,80,1,10
E,10,E,15,0,3,M,M,40,1,14
E,10,E,15,0,3,M,M,60,1,11
E,10,E,11,0,1,M,F,20,1,14
E,10,E,11,0,1,M,F,20,1,14
E,10,E,11,0,1,M,F,20,1,7
E,10,E,11,0,1,M,F,20,1,14
E,10,E,11,0,1,M,F,40,1,7
E,10,E,11,0,1,M,F,20,1,14
E,10,E,11,0,1,M,F,20,1,16
E,10,E,11,0,1,M,F,20,1,7
E,10,E,11,0,1,M,F,20,1,16
E,10,E,11,0,1,M,F,20,1,7
E,10,E,11,0,1,M,F,20,1,19
E,10,E,11,0,1,M,F,20,1,14
E,10,E,11,0,1,M,F,20,1,14
E,10,E,11,0,1,M,F,20,1,14
E,10,E,11,0,1,M,F,20,1,19
E,10,E,11,0,1,M,F,40,1,13
E,10,E,11,0,1,M,F,40,1,13
E,10,E,11,0,1,M,F,20,1,14
E,10,E,11,0,1,M,F,40,1,18
E,10,E,11,0,1,M,F,20,1,13
E,10,E,11,0,1,M,F,20,1,13
E,10,E,11,0,1,M,F,20,1,13
E,10,E,11,0,1,M,F,20,1,17
E,10,E,11,0,1,M,F,20,1,7
E,10,E,11,0,1,M,F,20,1,12
E,10,E,11,0,1,M,F,20,1,14
E,10,E,11,0,1,M,F,20,1,17
E,10,E,11,0,1,M,F,20,1,19
E,10,E,11,0,1,M,F,40,1,14
E,10,E,11,0,1,M,F,20,1,19
E,10,E,11,0,1,M,F,20,1,7
E,10,E,9,0,1,M,M,40,1,7
E,10,E,9,0,1,M,M,20,1,7
E,10,E,9,0,1,M,M,20,1,7
E,10,E,9,0,1,M,M,20,1,7
E,10,E,9,0,1,M,M,20,1,7
E,10,E,9,0,1,M,M,20,1,7
E,10,E,9,0,1,M,M,20,1,7
E,10,E,9,0,1,M,M,20,1,7
E,10,E,9,0,1,M,M,40,1,7
E,10,E,9,0,1,M,M,60,1,13
E,10,E,9,0,1,M,M,20,1,7
E,10,E,9,0,1,M,M,20,1,7
E,10,E,9,0,1,M,M,40,1,7
E,10,E,9,0,1,M,M,40,1,7
E,10,E,9,0,1,M,M,40,1,7
E,10,E,9,0,1,M,M,40,1,7
E,10,E,9,0,1,M,M,40,1,13
E,10,E,9,0,1,M,M,20,1,13
E,10,E,9,0,1,M,M,20,1,7
E,10,E,9,0,1,M,M,20,1,20
E,10,E,9,0,1,M,M,20,1,13
E,10,E,9,0,1,M,M,20,1,7
E,10,E,9,0,1,M,M,80,1,8
E,10,E,9,0,1,M,M,20,1,8
E,10,E,9,0,1,M,M,60,1,8
E,10,E,9,0,1,M,M,20,1,13
E,10,E,9,0,1,M,M,20,1,8
E,10,E,9,0,1,M,M,40,1,8
E,10,E,9,0,1,M,M,20,1,8
E,10,E,9,0,1,M,M,20,1,8
E,10,E,9,0,1,M,M,20,1,8
E,10,E,9,0,1,M,M,20,1,11
E,10,E,9,0,1,M,M,20,1,11
E,10,E,9,0,1,M,M,20,1,11
E,10,E,9,0,1,M,M,20,1,8
E,10,E,9,0,1,M,M,20,1,19
E,10,E,9,0,1,M,M,20,1,11
E,10,E,9,0,1,M,M,40,1,11
E,10,E,9,0,1,M,M,40,1,14
E,10,E,9,0,1,M,M,20,1,14
E,10,E,9,0,1,M,M,40,1,11
E,10,E,9,0,1,M,M,20,1,14
E,10,E,9,0,1,M,M,20,1,14
E,10,E,9,0,1,M,M,20,1,14
E,10,E,9,0,1,M,M,20,1,14
E,10,E,9,0,1,M,M,20,1,14
E,10,E,9,0,1,M,M,20,1,14
E,10,E,9,0,1,M,M,20,1,14
E,10,E,9,0,1,M,M,20,1,14
E,10,E,9,0,1,M,M,20,1,14
E,10,E,9,0,1,M,M,20,1,14
E,10,E,9,0,1,M,M,60,1,14
E,10,E,9,0,1,M,M,20,1,14
E,10,E,9,0,1,M,M,20,1,14
E,10,E,9,0,1,M,M,20,1,14
E,10,E,9,0,1,M,M,80,1,14
E,10,E,9,0,1,M,M,60,1,15
E,10,E,9,0,1,M,M,20,1,12
E,10,E,9,0,1,M,M,20,1,20
E,10,E,9,0,1,M,M,20,1,12
E,10,E,9,0,1,M,M,20,1,20
E,10,E,9,0,1,M,M,20,1,20
E,10,E,9,0,1,M,M,20,1,20
E,10,E,9,0,1,M,M,20,1,15
E,10,E,17,0,3,M,F,20,1,7
E,10,E,4,0,1,M,M,20,1,12
E,10,E,4,0,1,M,M,20,1,12
E,10,E,4,0,1,M,M,60,1,9
E,10,E,4,0,1,M,M,20,1,9
E,10,E,4,0,1,M,M,40,1,9
E,10,E,4,0,1,M,M,60,1,9
E,10,E,4,0,1,M,M,20,1,9
E,10,E,4,0,1,M,M,20,1,12
E,10,E,4,0,1,M,M,20,1,10
E,10,E,4,0,1,M,M,20,1,12
E,10,E,4,0,1,M,M,20,1,7
E,10,E,4,0,1,M,M,80,1,7
E,10,E,4,0,1,M,M,20,1,7
E,10,E,4,0,1,M,M,20,1,7
E,10,E,4,0,1,M,M,40,1,7
E,10,E,4,0,1,M,M,40,1,7
E,10,E,4,0,1,M,M,20,1,7
E,10,E,4,0,1,M,M,20,1,7
E,10,E,4,0,1,M,M,40,1,7
E,10,E,4,0,1,M,M,40,1,7
E,10,E,4,0,1,M,M,20,1,7
E,10,E,4,0,1,M,M,20,1,13
E,10,E,4,0,1,M,M,20,1,16
E,10,E,4,0,1,M,M,20,1,13
E,10,E,4,0,1,M,M,20,1,13
E,10,E,4,0,1,M,M,20,1,13
E,10,E,4,0,1,M,M,20,1,16
E,10,E,4,0,1,M,M,20,1,13
E,10,E,4,0,1,M,M,20,1,16
E,10,E,4,0,1,M,M,20,1,16
E,10,E,4,0,1,M,M,20,1,19
E,10,E,4,0,1,M,M,20,1,16
E,10,E,4,0,1,M,M,20,1,19
E,10,E,4,0,1,M,M,40,1,19
E,10,E,4,0,1,M,M,40,1,16
E,10,E,4,0,1,M,M,20,1,16
E,10,E,4,0,1,M,M,20,1,17
E,10,E,4,0,1,M,M,20,1,17
E,10,E,4,0,1,M,M,20,1,17
E,10,E,4,0,1,M,M,20,1,17
E,10,E,4,0,1,M,M,60,1,11
E,10,E,4,0,1,M,M,20,1,17
E,10,E,4,0,1,M,M,20,1,11
E,10,E,4,0,1,M,M,20,1,17
E,10,E,4,0,1,M,M,60,1,14
E,10,E,4,0,1,M,M,40,1,14
E,10,E,4,0,1,M,M,20,1,14
E,10,E,4,0,1,M,M,20,1,14
E,10,E,4,0,1,M,M,20,1,18
E,10,E,4,0,1,M,M,40,1,14
E,10,E,4,0,1,M,M,20,1,14
E,10,E,4,0,1,M,M,20,1,14
E,10,E,4,0,1,M,M,20,1,14
E,10,E,4,0,1,M,M,20,1,14
E,10,E,4,0,1,M,M,20,1,10
E,10,E,4,0,1,M,M,20,1,15
E,10,E,4,0,1,M,M,20,1,15
E,10,E,4,0,1,M,M,20,1,9
E,10,E,4,0,1,M,M,40,1,15
E,10,E,4,0,1,M,M,20,1,12
E,10,E,4,0,1,M,M,20,1,15
E,10,E,4,0,1,M,M,20,1,12
E,10,E,4,0,1,M,M,20,1,15
E,10,E,4,0,1,M,M,20,1,17
E,10,E,4,0,1,M,M,20,1,12
E,10,E,4,0,1,M,M,40,1,15
E,10,E,4,0,1,M,M,20,1,15
E,10,E,4,0,1,M,M,20,1,12
E,10,E,4,0,1,M,M,20,1,12
E,10,E,4,0,1,M,M,20,1,12
E,10,E,4,0,1,M,M,20,1,12
E,10,E,4,0,1,M,M,40,1,12
E,10,E,4,0,1,M,M,20,1,12
E,10,E,27,0,1,M,F,40,1,18
E,10,E,27,0,1,M,F,20,1,18
E,10,E,27,0,1,M,F,20,1,18
E,10,E,27,0,1,M,F,20,1,7
E,10,E,27,0,1,M,F,20,1,18
E,10,E,27,0,1,M,F,20,1,14
E,10,E,27,0,1,M,F,20,1,7
E,10,E,27,0,1,M,F,20,1,7
E,10,E,27,0,1,M,F,20,1,18
E,10,E,27,0,1,M,F,20,1,16
E,10,E,27,0,1,M,F,20,1,8
E,10,E,27,0,1,M,F,20,1,14
E,10,E,27,0,1,M,F,20,1,8
E,10,E,27,0,1,M,F,40,1,19
E,10,E,27,0,1,M,F,40,1,10
E,10,E,27,0,1,M,F,20,1,9
E,10,E,27,0,1,M,F,20,1,7
E,10,E,27,0,1,M,F,20,1,18
E,10,E,27,0,1,M,F,20,1,19
E,10,E,27,0,1,M,F,20,1,9
E,10,E,27,0,1,M,F,100,1,7
E,10,E,27,0,1,M,F,20,1,19
E,10,E,27,0,1,M,F,20,1,7
E,10,E,27,0,1,M,F,20,1,9
E,10,E,27,0,1,M,F,20,1,19
E,10,E,27,0,1,M,F,20,1,13
E,10,E,27,0,1,M,F,20,1,13
E,10,E,27,0,1,M,F,20,1,13
E,10,E,27,0,1,M,F,60,1,13
E,10,E,27,0,1,M,F,20,1,9
E,10,E,27,0,1,M,F,20,1,13
E,10,E,27,0,1,M,F,20,1,8
E,10,E,27,0,1,M,F,20,1,13
E,10,E,27,0,1,M,F,20,1,13
E,10,E,27,0,1,M,F,20,1,19
E,10,E,27,0,1,M,F,20,1,19
