,level_0,index,exporter,importer,value,quantity
548,555,10545242,GBR,NLD,2589.446,833.231
549,556,3792141,HND,POL,2239.981,826.49
550,557,8801543,ESP,GRC,3546.121,820.51
551,558,10678881,TZA,RUS,3362.448,817.292
552,559,10680292,TZA,ZAF,1827.792,816.262
553,560,10676106,TZA,KOR,3472.32,811.985
554,561,8043689,IND,MKD,1148.315,805.349
555,562,9390329,CHE,GBR,1765.47,804.584
556,563,6828094,PNG,JPN,3332.005,802.241
557,564,5043723,KEN,NLD,4866.453,802.067
558,565,3765061,GTM,RUS,3158.999,800.95
559,566,6495833,NLD,SYR,1973.806,799.65
560,567,8338900,VNM,CZE,2384.063,794.373
561,568,2034679,COL,PRT,3193.252,790.757
562,569,2050312,COG,DEU,2110.374,778.713
563,570,2001854,COL,CHL,3112.611,776.503
564,571,3753925,GTM,GRC,3119.68,776.364
565,572,2629846,ETH,TUR,3233.597,773.893
566,573,1201647,CMR,CZE,1128.562,772.605
567,574,2085270,CRI,GBR,3966.195,755.627
568,575,5292973,LAO,PRT,1227.208,741.081
569,576,2613110,SLV,SAU,4209.241,727.712
570,577,1204724,CMR,IND,969.65,726.144
571,578,3783676,HND,DOM,1552.546,725.339
572,579,6865775,PER,NZL,3223.779,719.347
573,580,2034342,COL,POL,3009.274,711.569
574,581,6856682,PER,GRC,3128.57,711.556
575,583,3052548,FRA,NLD,2433.042,705.268
576,584,10682652,TZA,TUR,1491.17,705.062
577,585,2077436,CRI,NOR,3344.511,704.257
578,586,3790154,HND,NZL,2785.558,703.765
579,587,10016629,TUR,LBY,1666.293,702.563
580,588,8320687,VNM,BIH,1317.089,702.223
581,589,10668187,TZA,BGR,1237.663,700.577
582,590,4670228,ITA,ROU,2672.384,699.277
583,591,10186357,UGA,GBR,2576.429,697.582
584,592,3791501,HND,NOR,3062.401,694.651
585,593,10681688,TZA,SWE,2906.894,694.46
586,594,1906545,CHN,ESP,2312.984,688.635
587,595,6440243,NLD,ROU,2517.96,685.999
588,596,8888871,ESP,NLD,2181.006,684.688
589,597,2025338,COL,MAR,2951.65,683.584
590,599,8058604,IND,BFA,366.707,672.765
591,601,3443408,DEU,MEX,1239.752,663.788
592,602,11127822,ZMB,DEU,2337.045,662.054
593,603,2020071,COL,IRL,3144.046,662.019
594,604,8387657,VNM,OMN,1234.662,659.227
595,605,7791696,IND,CAN,1611.372,656.866
596,606,3765812,GTM,ZAF,2812.831,656.722
597,607,10474244,GBR,IRL,3034.839,654.77
598,608,7882539,IND,JPN,2592.422,654.053
599,609,10672742,TZA,FIN,2751.637,648.998
600,610,6827532,PNG,BEL,2741.369,646.519
601,611,10674670,TZA,ISR,2490.799,641.25
602,612,3763047,GTM,PAN,1910.764,638.316
603,613,10751378,USA,CYM,2124.64,636.813
604,614,6841887,PER,BGR,2467.35,631.685
605,615,944439,BRA,PRY,1358.132,630.421
606,616,2065463,CRI,FRA,3341.135,629.934
607,617,7601718,RWA,CHN,2889.621,626.18
608,619,7155407,POL,UKR,1941.848,621.322
609,620,1617685,CHN,FRA,2839.445,620.4
610,621,2054727,COD,DEU,1556.603,618.299
611,622,2980547,FRA,ITA,2537.775,617.795
612,623,611497,BEL,HUN,1367.278,614.58
613,624,2054514,COD,FRA,2159.698,614.295
614,625,2167013,CYP,GRC,4021.871,608.352
615,626,2627426,ETH,ZAF,2385.92,607.17
616,627,6868977,PER,PRT,2253.002,605.891
617,628,8411010,VNM,SVK,1147.543,603.071
618,629,2626130,ETH,QAT,2680.632,597.851
619,630,9783951,ARE,SYR,1420.694,597.6
620,631,10679741,TZA,IND,1558.717,595.34
621,632,1130903,BDI,USA,3206.188,593.879
622,633,3783616,HND,DNK,2114.707,592.209
623,634,2625928,ETH,POL,3862.21,590.298
624,635,2631654,ETH,YEM,1696.118,588.793
625,636,3794195,HND,UKR,2088.402,588.144
626,637,10184410,UGA,NLD,1494.294,584.372
627,638,8427247,VNM,MKD,1003.453,583.834
628,639,7930088,IND,MNE,2664.438,582.35
629,640,9215349,CHE,BEL,2484.571,576.253
630,641,5807116,MEX,FIN,1886.912,575.338
631,642,7601283,RWA,BEL,2130.58,573.118
632,643,1129685,BDI,FRA,1732.725,568.905
633,644,10181041,UGA,AUS,1374.197,567.663
634,645,6827672,PNG,CHN,2500.863,565.801
635,646,10183183,UGA,GRC,1610.849,562.978
636,647,8220982,SVK,BGR,2170.152,562.437
637,648,6829029,PNG,SWE,1926.715,562.0
638,650,7898949,IND,LBN,1553.793,559.712
639,651,5045755,KEN,ROU,2492.639,556.851
640,652,3765965,GTM,ESP,2245.164,550.71
641,653,2037135,COL,ZAF,2185.434,543.406
642,654,2036327,COL,SGP,2691.654,540.622
643,655,6827585,PNG,BGR,1727.529,540.0
644,656,3525083,DEU,SRB,1562.336,537.791
645,657,7601877,RWA,FRA,1549.257,537.722
646,658,567226,BEL,CZE,2889.33,535.132
647,659,5693871,MYS,SGP,1446.848,533.037
648,660,950475,BRA,PHL,1785.404,531.642
649,661,2623785,ETH,KWT,1431.68,528.801
650,662,7602087,RWA,ITA,2056.83,527.034
651,663,10181303,UGA,BIH,963.64,526.978
652,664,1863560,CHN,SAU,1471.397,525.857
653,665,6828127,PNG,KOR,2266.37,523.954
654,666,6826539,PAN,USA,4002.658,523.766
655,667,10184897,UGA,SAU,1601.54,520.013
656,668,3585575,DEU,TUR,4971.748,516.351
657,669,7869626,IND,IRQ,1168.946,515.2
658,670,3792929,HND,ZAF,1886.355,514.925
659,671,3223903,DEU,DZA,1380.77,514.484
660,672,7603122,RWA,GBR,2929.648,513.263
661,673,5856714,MEX,SVK,1620.648,512.516
662,674,2066642,CRI,GRC,2265.935,509.219
663,675,873285,BRA,CRI,1193.421,508.35
664,676,6866743,PER,NOR,2304.018,508.247
665,677,5291629,LAO,KOR,1604.509,504.675
666,678,3746319,GTM,CRI,1170.389,502.794
667,679,41782,AGO,PRT,802.838,500.569
668,680,8424813,VNM,TUR,2106.937,498.437
669,681,7997550,IND,SVK,1575.015,494.304
670,682,1129651,BDI,DNK,916.147,493.307
671,683,4771005,CIV,BEL,680.555,489.419
672,684,4180778,IDN,ROU,870.341,488.96
673,685,1128862,BDI,BEL,1759.668,486.286
674,686,1658157,CHN,HKG,2343.286,484.982
675,687,6302006,NLD,DEU,3035.213,481.102
676,688,9263490,CHE,DEU,2215.109,480.239
677,689,3299278,DEU,HRV,1241.141,478.67
678,690,6843643,PER,CHL,1754.258,473.525
679,691,5827194,MEX,KOR,1828.898,473.054
680,692,9057996,SWE,DNK,1995.032,471.1
681,693,6628890,NIC,NOR,1427.181,464.88
682,694,2055320,COD,IND,589.288,460.8
683,695,3613449,DEU,URY,1894.234,455.762
684,696,8513191,SVN,SRB,1295.404,446.878
685,697,4703875,ITA,SVN,1513.526,446.665
686,698,7523086,RUS,KAZ,1910.477,442.083
687,699,10683566,TZA,GBR,1922.176,440.276
688,700,6479793,NLD,ESP,2213.672,437.793
689,701,7814039,IND,HRV,212.287,434.869
690,702,9322446,CHE,NLD,1769.375,434.434
691,703,11124929,ZMB,BEL,1763.122,433.487
692,704,3392497,DEU,JPN,1518.884,433.18
693,705,2626053,ETH,PRT,1519.362,430.546
694,706,1130756,BDI,TZA,1768.099,429.938
695,707,1129666,BDI,FIN,1494.299,429.092
696,708,8248233,SVK,HUN,1990.731,427.773
697,709,4182586,IDN,SAU,2193.562,426.69
698,710,602257,BEL,GRC,1958.98,422.78
699,711,3330964,DEU,FIN,1882.448,419.568
700,712,6433443,NLD,PRT,1301.249,417.542
701,713,5719480,MYS,USA,1395.231,415.312
702,714,6309685,NLD,GRC,2004.008,413.742
703,715,1206240,CMR,UKR,736.668,410.555
704,716,2060704,CRI,CHN,2762.359,410.552
705,718,2602629,SLV,FRA,2433.748,409.077
706,719,7482166,RUS,BLR,1706.429,406.685
707,720,5052031,KEN,ESP,2173.607,404.614
708,721,2617129,ETH,DZA,1108.177,403.2
709,722,2055228,COD,PRT,763.794,403.2
710,723,1130213,BDI,RUS,1460.583,402.527
711,724,9590159,TGO,ITA,817.761,402.497
712,725,11070076,USA,GBR,1827.53,401.789
713,726,8200820,SGP,TUN,570.557,400.2
714,727,8654365,ZAF,ESP,908.216,400.131
715,728,10185067,UGA,VNM,1347.382,398.831
716,729,6627919,NIC,KOR,1706.619,398.686
717,730,1963490,CHN,GBR,1441.392,398.296
718,731,1199765,CMR,BEL,776.089,396.002
719,732,4166535,IDN,NZL,1748.201,395.367
720,733,3757552,GTM,ISR,1665.639,395.177
721,734,7936094,IND,OMN,1401.728,394.321
722,735,652531,BEL,LUX,1626.197,393.761
723,736,2073003,CRI,MYS,1762.972,393.599
724,737,2627026,ETH,SGP,1308.374,392.531
725,738,5851067,MEX,RUS,1661.751,392.228
726,739,2052251,COG,CHE,2788.373,391.764
727,740,799255,BOL,USA,2534.534,391.324
728,741,10186318,UGA,MKD,690.949,390.733
729,742,4495044,ITA,CZE,2176.309,389.665
730,743,8325160,VNM,BLR,843.989,389.589
731,744,1130171,BDI,POL,1191.579,388.864
732,745,10669542,TZA,CAN,1687.59,388.634
733,746,5289444,LAO,CHN,1059.303,386.856
734,747,623270,BEL,ISR,2398.588,382.987
735,748,3749702,GTM,ECU,1198.318,382.58
736,749,2022824,COL,LBN,1907.398,382.054
737,750,930503,BRA,OMN,766.618,376.461
738,751,243394,AUT,BEL,1826.732,375.293
739,752,915768,BRA,KWT,1164.381,375.288
740,753,2055198,COD,POL,1087.599,375.1
741,754,2796537,FIN,RUS,7300.49,372.673
742,755,10186055,UGA,ARE,833.19,371.04
743,756,1975778,CHN,BFA,186.211,367.693
744,757,2054930,COD,KEN,991.013,367.2
745,758,6851128,PER,DOM,573.609,366.319
746,759,3765226,GTM,SAU,1868.243,363.162
747,760,4562908,ITA,ISR,1615.196,363.05
748,761,7743537,SLE,MAR,565.199,362.52
749,762,7602619,RWA,POL,1044.553,358.151
750,763,8359671,VNM,IRL,1495.742,357.388
751,764,5848257,MEX,POL,1586.485,355.381
752,765,6829225,PNG,GBR,1587.129,350.912
753,766,8434473,SVN,ALB,924.351,349.29
754,767,10669842,TZA,CHN,1292.062,347.952
755,768,3414562,DEU,LVA,1097.179,346.367
756,769,5838366,MEX,NZL,1536.645,344.761
757,770,2624485,ETH,MAR,1037.891,343.966
758,771,3195833,DJI,GBR,1715.431,337.62
759,772,7948861,IND,NZL,1178.102,337.572
760,773,6321474,NLD,HUN,2973.962,336.829
761,774,10678853,TZA,ROU,1064.133,336.614
762,775,2032319,COL,PER,717.493,336.425
763,776,7602499,RWA,NLD,1442.751,332.762
764,777,8392925,VNM,NOR,545.211,330.24
765,778,1840140,CHN,POL,1204.815,328.007
766,779,4137761,IDN,IRL,1433.755,325.182
767,780,6630308,NIC,ZAF,1104.53,324.452
768,781,5836874,MEX,NLD,1718.976,322.141
769,782,6827592,PNG,CAN,1454.807,320.908
770,783,3342034,DEU,GEO,1394.782,320.717
771,784,3175834,FRA,GBR,767.101,320.617
772,785,3788318,HND,IRL,1301.332,320.6
773,786,2624350,ETH,MEX,1445.813,318.0
774,787,6625342,NIC,GHA,109.166,318.0
775,788,10184830,UGA,ROU,514.464,316.803
776,789,4659079,ITA,POL,1575.067,315.396
777,790,1889919,CHN,VNM,1313.233,313.841
778,791,3784084,HND,ECU,630.731,313.65
779,792,7602351,RWA,KOR,1623.857,313.559
780,793,1129869,BDI,ITA,1073.681,311.85
781,794,2055802,COD,SWE,1333.408,311.0
782,795,2081353,CRI,SAU,2288.974,310.082
783,796,5295372,LAO,UKR,668.064,309.86
784,797,1205264,CMR,ESP,451.751,306.348
785,798,7602101,RWA,JPN,1927.158,304.317
786,799,4209108,IDN,UKR,1351.409,304.031
787,800,8140468,SGP,MYS,1089.842,304.018
788,801,8370989,VNM,KWT,745.858,301.657
789,802,1204629,CMR,SEN,130.747,301.416
790,803,7919365,IND,MRT,128.587,301.303
791,804,10674088,TZA,GRC,344.28,297.102
792,805,6337377,NLD,ISR,1014.212,296.711
793,806,792258,BOL,BEL,1433.164,296.648
794,807,1710249,CHN,KOR,811.995,294.96
795,808,5040808,KEN,JOR,1361.13,293.275
796,809,10620274,GBR,ESP,3897.673,290.578
797,810,10996885,USA,SAU,1704.757,289.998
798,811,10183395,UGA,ISR,991.428,289.916
799,812,7602393,RWA,MYS,1673.565,288.6
